2090990,2018-11-28
1046802,2019-02-01
204030,2018-12-31
1601425,2019-08-02
1784636,2019-09-03
1091419,2017-09-29
1431209,2018-12-22
381230,2018-12-24
160804,2019-05-17
590793,2019-09-12
1807158,2017-09-16
248690,2017-11-18
196161,2019-12-24
1796189,2016-08-12
736718,2017-10-07
522581,2017-10-07
938461,2019-03-11
1027529,2019-08-09
1385828,2016-07-07
1325805,2016-11-17
905099,2017-03-09
1400721,2017-10-28
459919,2019-01-07
622011,2016-02-09
1109358,2016-05-31
1224732,2016-06-25
513301,2016-10-12
836443,2016-12-07
458021,2018-02-17
837654,2019-03-14
2025686,2019-07-18
1587170,2019-12-23
56834,2020-05-13
1899970,2016-04-29
1288974,2017-02-13
1173102,2018-12-22
1867338,2018-12-27
432743,2019-08-08
1900139,2019-09-27
1529852,2016-12-19
1941945,2017-03-16
1404328,2018-06-09
348767,2018-06-19
908823,2019-01-03
1783789,2019-02-16
1429300,2019-05-06
1945363,2019-07-13
1444903,2019-11-12
544656,2017-02-22
995332,2017-07-19
493378,2017-11-11
295102,2019-02-09
1097307,2019-02-14
1191954,2020-08-15
1932536,2016-09-14
1680775,2016-12-10
59422,2017-08-15
848517,2018-01-04
1221984,2018-02-12
1579553,2019-02-14
205762,2019-05-16
1926362,2017-02-04
678055,2017-06-15
1293219,2018-05-18
1971806,2018-07-21
1819146,2018-07-22
1251931,2018-10-09
204488,2019-09-02
693870,2020-02-01
2090406,2017-08-31
1072272,2018-05-16
1333943,2018-12-28
1313754,2019-06-27
1991411,2017-08-14
301425,2017-09-19
1750513,2018-02-14
1315898,2019-10-14
1455437,2016-09-22
1369363,2017-09-25
85974,2018-05-10
86472,2019-06-29
1688698,2016-05-16
35257,2016-06-14
481104,2017-02-22
1145044,2017-06-01
1951832,2017-08-02
286234,2018-10-17
1398769,2019-06-06
188670,2019-06-21
2066018,2016-08-09
883396,2017-06-07
1315506,2018-01-22
666173,2019-01-30
1720025,2019-02-12
72194,2020-02-07
1441657,2020-02-29
730203,2016-02-13
2076403,2016-03-09
1328055,2016-10-07
1885532,2018-02-14
1585026,2019-10-18
1257627,2019-10-25
417360,2017-03-10
329620,2017-09-01
1448404,2017-12-23
333599,2017-08-26
1951334,2018-02-08
678808,2018-04-27
45250,2019-08-03
1501073,2019-09-09
1233674,2016-08-20
1947939,2016-11-18
1318168,2017-11-13
591028,2016-02-20
179144,2017-02-03
554151,2017-11-10
262052,2018-03-10
1111954,2018-12-25
343632,2019-06-08
615834,2019-09-28
1799621,2019-10-10
208195,2019-12-22
1533894,2016-02-10
2093071,2016-05-28
1003599,2016-07-07
1384179,2019-02-15
8181,2020-02-19
824810,2016-02-13
743399,2016-05-03
659827,2016-06-04
248607,2016-11-05
1087194,2017-10-24
1981968,2018-08-16
886493,2018-09-27
1846531,2018-10-23
347144,2017-10-10
759569,2018-09-22
1967003,2018-10-29
159270,2019-09-25
439962,2020-02-26
2030206,2016-02-23
1194367,2016-12-22
808540,2016-12-30
1458743,2017-03-03
1544568,2017-05-27
1865718,2017-11-04
29475,2019-11-23
2054697,2016-12-10
1472706,2018-06-19
1251782,2019-08-31
932593,2020-01-03
1351006,2020-02-12
271916,2019-09-10
54089,2016-11-23
1646517,2017-02-22
1053706,2017-06-14
1414773,2017-11-27
1876269,2018-08-09
118271,2018-12-22
227946,2019-01-10
1482570,2019-10-10
549983,2016-01-15
1763082,2016-10-17
779320,2017-09-12
1176216,2017-11-23
400068,2019-03-14
950698,2017-12-09
599203,2019-11-13
269337,2016-01-04
1627599,2019-03-09
730418,2019-09-14
556707,2016-06-04
737216,2016-06-18
241760,2017-06-10
1762395,2017-07-10
359587,2019-12-26
1550479,2016-12-28
1628727,2017-12-27
255723,2018-05-07
1342539,2018-07-14
1901931,2018-11-21
913924,2019-02-19
596106,2019-10-26
785749,2017-08-17
1948852,2017-10-27
156814,2018-05-22
1142863,2019-06-20
1785366,2019-06-26
1112418,2016-02-27
2057050,2016-07-07
618287,2016-07-11
1748140,2017-03-02
223555,2017-08-08
2045981,2018-02-17
1585149,2018-05-23
947758,2018-10-06
1354487,2018-12-27
1956080,2019-01-19
344691,2016-10-29
1673825,2017-01-02
1882011,2017-06-30
1893372,2017-08-23
1137155,2017-10-14
333330,2018-01-31
707750,2018-02-08
232586,2017-12-02
361691,2018-12-03
1540569,2019-02-13
438362,2019-02-25
801796,2019-11-12
1092329,2016-08-13
695433,2016-09-03
1951766,2016-09-08
1700005,2016-09-13
1009587,2017-01-02
1250036,2017-05-13
227654,2017-12-16
456029,2018-02-23
1513582,2019-09-03
2077860,2016-12-24
928030,2019-05-16
98002,2016-12-29
934508,2018-01-31
1620629,2018-08-22
701241,2017-01-11
1493539,2017-01-20
1532248,2018-01-23
975773,2018-09-08
2086891,2018-11-20
624742,2019-01-19
1237819,2020-10-03
1314,2017-12-19
151318,2018-01-25
1951643,2018-03-15
1514787,2018-12-27
217910,2019-06-21
1438477,2016-03-03
293556,2016-04-27
604553,2017-06-08
215895,2017-12-30
1437644,2019-10-07
393616,2019-11-19
1413691,2019-08-27
1606420,2016-05-19
1163647,2016-10-26
14069,2018-12-19
894362,2019-01-05
618556,2017-08-21
1815207,2019-01-04
1842847,2019-02-21
580600,2020-02-19
1363472,2016-03-12
2011096,2016-08-22
540119,2018-06-19
753804,2018-11-03
724504,2018-12-22
1777025,2019-09-06
356908,2019-12-16
1327766,2020-01-09
715599,2020-01-23
1929193,2020-01-31
748749,2016-01-21
545764,2016-04-30
1167961,2016-10-12
727109,2017-01-07
1614592,2018-05-23
251670,2018-06-14
1971540,2018-06-15
2051116,2019-03-07
773180,2019-07-20
2006313,2016-08-02
1487794,2016-09-28
1335875,2017-05-02
1247394,2017-09-06
2098879,2018-06-30
66352,2019-07-29
1058787,2017-05-22
962434,2017-12-04
565489,2017-12-13
1262399,2019-01-03
1192163,2016-12-27
1879578,2018-07-03
1626,2018-12-13
652496,2019-10-30
1874019,2016-08-19
1210706,2017-09-12
156399,2018-09-07
1861576,2019-01-30
598788,2019-11-26
1431630,2020-02-27
488057,2017-10-21
502452,2017-11-20
1741021,2018-05-12
1490044,2018-06-29
320652,2018-12-29
1429357,2019-06-25
1935224,2019-11-29
1036042,2020-02-12
858132,2016-11-21
287047,2017-07-13
693644,2017-12-11
132377,2018-12-26
529156,2019-08-17
802354,2019-11-27
261840,2017-02-11
1503489,2018-07-28
1233116,2019-05-31
2019675,2019-11-26
1042966,2016-01-07
810226,2018-12-27
179287,2019-12-24
1410548,2016-03-02
1829007,2016-11-17
806791,2016-12-21
1932808,2018-03-05
626983,2018-12-01
1445195,2016-07-21
778636,2016-07-30
93339,2017-03-04
1415440,2017-08-05
308773,2017-10-14
620099,2018-02-16
73070,2018-10-01
2064687,2019-07-13
440291,2019-10-26
1356668,2020-01-22
1801831,2016-06-08
1203564,2017-02-21
148716,2017-03-09
1752382,2017-09-30
939188,2018-12-22
1406094,2019-11-09
780674,2016-01-19
929301,2018-01-17
772324,2017-06-17
861730,2018-08-04
570046,2018-12-29
2014806,2019-10-12
1640237,2017-07-20
837943,2017-11-02
744922,2018-06-23
2002841,2019-01-10
1366578,2019-05-18
1845277,2016-06-02
1738064,2017-01-17
2091926,2017-02-15
166366,2017-06-15
1939841,2018-07-12
1513894,2018-08-04
616956,2019-05-15
266254,2019-07-13
537045,2019-07-19
1436124,2016-11-17
807349,2017-02-24
562080,2017-02-24
842317,2017-05-25
870990,2018-02-05
788414,2018-09-05
667919,2019-08-01
1513290,2019-12-07
1522590,2016-01-05
467742,2016-05-04
398156,2017-01-11
432780,2017-01-18
630481,2019-01-28
547324,2019-02-27
1865137,2019-07-04
402727,2020-05-30
1299894,2016-03-08
1378935,2016-12-28
1465839,2017-05-26
1783995,2017-08-19
1043805,2017-09-13
1223275,2019-01-21
307316,2019-08-01
1810401,2016-01-29
1130812,2016-02-20
165032,2017-09-28
1149206,2017-11-25
140389,2017-12-23
504828,2018-05-01
1588395,2019-02-07
1600297,2019-08-11
710996,2018-02-08
1966751,2018-07-21
1430917,2019-02-23
1736630,2019-05-30
1754483,2019-09-13
693684,2020-12-16
452923,2016-01-29
2096214,2017-06-29
1058678,2017-10-23
1322224,2018-09-19
1742432,2019-03-07
1160653,2019-06-03
879795,2019-06-12
1646102,2016-08-25
1841513,2016-11-10
1539384,2017-12-30
350141,2018-01-03
1213537,2018-10-13
1323956,2018-11-24
1105588,2016-09-17
1210809,2016-09-27
1672305,2017-02-13
405017,2017-09-06
1240195,2018-05-07
765629,2018-12-14
285730,2019-01-29
1518136,2019-10-14
177687,2019-11-09
1710324,2017-05-13
800943,2017-09-21
1686889,2017-11-02
631500,2017-12-18
605532,2019-02-16
244465,2020-02-08
1466506,2020-10-31
544822,2016-08-18
377340,2016-09-30
1101386,2017-07-28
1898765,2018-09-22
514111,2019-07-02
259221,2019-07-11
1940053,2019-08-26
565827,2017-12-14
535359,2018-09-29
428186,2018-12-21
1313113,2016-07-01
1752797,2017-02-08
1424488,2018-07-19
758321,2016-02-19
1361042,2016-03-03
1610098,2016-06-22
1815874,2017-03-10
1377272,2017-05-11
739214,2018-07-04
1384305,2019-05-03
96631,2019-11-05
29555,2017-07-25
512276,2017-11-23
1456078,2018-05-04
186798,2018-09-11
217000,2016-09-10
1074728,2017-02-16
643159,2017-12-19
1842681,2018-01-08
1731008,2018-07-17
688148,2019-06-22
606402,2020-07-30
385627,2016-09-23
1264995,2017-08-31
831717,2017-09-04
1692448,2017-10-30
1734732,2018-08-26
1479035,2016-11-01
1477953,2017-09-09
1294899,2019-03-02
220034,2019-09-21
1907899,2019-12-12
1484053,2017-07-01
435697,2018-05-18
858069,2019-05-23
249397,2020-08-24
385392,2016-06-23
1600031,2017-02-25
470470,2018-06-29
1858284,2019-07-12
706542,2019-09-05
333848,2018-08-11
1999383,2016-05-26
1354464,2016-09-19
1768180,2017-07-22
1380432,2018-09-03
1258466,2016-02-08
797634,2016-06-10
859981,2016-07-06
345292,2017-07-11
1160570,2017-10-12
1885114,2019-01-07
14988,2019-03-01
1934726,2020-02-10
319845,2018-05-09
641659,2018-08-10
670000,2019-01-10
98583,2019-01-24
811912,2016-02-25
1057055,2016-11-30
1083945,2017-02-23
1995699,2017-07-31
463039,2017-12-07
445890,2018-10-20
1797082,2019-06-04
1763268,2016-05-31
1780125,2017-01-14
1361958,2017-10-06
973337,2018-01-04
1468252,2018-09-20
346689,2018-11-10
1456891,2018-11-21
1429878,2020-05-18
1926067,2016-02-25
935232,2016-09-04
209360,2017-02-23
1618654,2018-09-11
1246890,2018-11-13
1047191,2019-01-30
1193010,2018-07-04
485784,2019-03-09
2079171,2019-03-15
1683603,2019-09-30
133986,2017-05-06
1123816,2017-12-16
36336,2018-09-01
1333425,2019-01-10
1661150,2019-07-10
397698,2020-05-20
762108,2017-05-29
861209,2017-11-10
969384,2018-01-06
1924885,2018-12-05
1157799,2020-07-09
763336,2016-12-30
1484963,2017-02-02
519936,2017-09-16
209529,2019-06-01
1924985,2020-01-13
2093741,2017-05-06
1935954,2017-06-16
162181,2018-05-25
251587,2018-08-13
1628618,2020-05-23
1098100,2018-09-08
864103,2018-12-11
1457037,2019-01-26
11035,2020-02-15
1463715,2016-06-18
1499679,2016-08-30
697182,2016-12-31
1230348,2017-08-03
830366,2018-11-09
1873607,2019-08-03
1460077,2017-07-15
1414295,2017-07-26
1906508,2017-12-28
1764911,2018-12-14
1140842,2019-01-30
122533,2019-04-30
1811629,2016-10-20
1522447,2018-12-27
832078,2019-01-12
570530,2019-02-09
539203,2017-07-05
458548,2018-05-31
252769,2019-01-14
964578,2019-12-23
569256,2020-01-08
702340,2017-08-18
1116892,2018-10-17
1217567,2018-11-02
2061922,2016-09-09
1440349,2016-11-28
859566,2017-06-01
1168645,2017-07-29
1625232,2018-02-20
884538,2019-02-13
283881,2016-03-02
937542,2016-07-13
1932745,2016-11-05
1758439,2017-05-20
1742787,2018-05-09
1877016,2019-01-18
1687058,2020-02-16
1599716,2016-01-13
1285725,2018-08-25
1633676,2019-05-06
585492,2019-07-09
467699,2020-07-09
824232,2020-07-18
1199757,2016-08-11
385309,2016-11-09
2057608,2016-12-04
846141,2017-10-25
1738542,2017-12-30
1763514,2018-01-16
1681270,2019-08-25
1837766,2020-01-10
846264,2020-02-08
2035862,2016-08-06
948382,2017-01-07
948305,2017-06-02
2003153,2018-02-16
307671,2018-12-20
1632302,2019-01-12
223761,2019-01-31
2035762,2019-02-09
1113391,2019-02-16
1111227,2019-08-23
1049670,2019-11-15
1531435,2020-01-01
2044567,2016-02-13
1684287,2016-09-01
312368,2018-05-05
429663,2019-01-11
2081773,2019-01-26
1609703,2019-07-12
1420996,2019-08-24
584095,2016-01-05
1022328,2017-05-16
1278417,2018-06-02
542020,2018-06-20
1324451,2018-07-07
2045626,2019-01-17
188404,2019-02-04
938793,2019-12-07
662638,2020-05-09
1855974,2016-12-25
1620151,2017-09-18
1163149,2017-12-27
1261460,2018-08-15
20069,2019-01-09
2084813,2020-01-24
1027901,2016-07-02
240595,2016-10-24
2068640,2017-10-14
509680,2018-05-28
1828240,2019-02-15
1326094,2016-11-03
1996781,2017-01-04
1367800,2017-06-29
1256256,2017-08-15
2095590,2018-05-12
633269,2018-12-04
1596639,2019-10-19
1692531,2019-11-29
2060127,2020-10-03
1799269,2017-03-11
476418,2018-12-19
1674200,2018-12-29
1439788,2019-10-04
684862,2020-01-20
1918928,2020-02-22
855069,2016-10-13
746187,2017-11-02
1031047,2019-01-10
1605189,2017-08-28
1747078,2018-06-23
544347,2020-12-17
351747,2016-01-08
1843033,2016-06-18
1251181,2016-10-29
592147,2016-12-31
1011273,2018-10-11
358880,2017-02-09
1118097,2017-06-22
1226395,2017-06-27
423898,2017-10-09
1755084,2016-08-11
168899,2016-08-13
666608,2021-02-13
1782452,2016-08-11
2052994,2018-06-28
1885990,2016-01-26
2040568,2016-05-26
963994,2016-10-01
1524551,2017-05-03
931863,2018-11-24
981306,2019-08-10
160624,2019-11-05
1905463,2020-02-20
1711283,2016-03-08
261199,2016-04-28
139376,2017-05-04
1151559,2017-12-01
1430923,2020-01-04
1470648,2016-12-28
1409629,2017-01-05
2071494,2017-08-03
1418119,2018-05-31
788145,2018-06-30
1337464,2018-12-19
809370,2019-11-08
762652,2018-06-12
1890381,2019-01-26
1076623,2016-02-20
1548524,2016-07-21
76714,2017-09-02
39582,2017-12-21
439650,2018-11-08
814070,2019-01-26
408515,2019-07-13
1681854,2018-02-09
1862990,2019-02-15
1775004,2019-09-06
627006,2019-12-27
1264875,2016-11-10
1368261,2018-05-05
499126,2019-09-26
856134,2017-08-19
1624456,2018-08-02
1938573,2019-12-14
755367,2020-01-09
15718,2020-01-13
1884908,2016-01-05
662154,2017-01-03
1959821,2017-01-23
969490,2017-02-20
1483091,2019-05-01
845119,2019-07-08
98185,2019-09-11
1684539,2020-01-01
1494306,2016-05-16
1031814,2016-09-03
1386844,2016-10-07
246420,2018-10-04
992604,2019-01-28
1365450,2019-07-16
1106029,2019-12-27
2007813,2016-01-28
1753006,2016-08-29
400071,2016-11-25
1137012,2016-12-06
579037,2018-06-16
755845,2018-08-04
29973,2019-11-09
2009147,2021-01-26
1987601,2016-09-20
445123,2016-12-22
1285539,2018-01-09
961770,2018-07-14
465435,2018-11-03
1209498,2019-06-25
1347405,2016-07-28
350496,2017-01-25
1154367,2017-07-18
270917,2017-09-08
308690,2016-12-28
1994932,2020-05-30
118540,2016-02-27
1947876,2017-07-26
1692156,2017-08-08
1729199,2017-10-25
1482467,2018-05-05
1068402,2016-02-25
1693175,2016-05-24
427098,2016-09-24
1367070,2016-12-31
1495557,2017-06-03
1166249,2018-01-30
1908818,2019-02-08
1140779,2019-09-09
1445115,2019-11-26
828806,2018-09-01
881169,2019-05-02
1295403,2016-12-24
1220106,2017-02-24
99711,2017-10-10
1252738,2020-01-23
1577472,2020-02-22
1367760,2016-08-17
719881,2017-02-22
1582192,2018-05-05
1554303,2018-12-29
420128,2019-05-25
834236,2017-05-25
1814002,2017-07-08
717325,2017-08-30
1930372,2017-09-08
1581545,2019-01-05
1570164,2016-12-03
376965,2017-10-25
1959237,2018-10-22
484181,2018-12-28
1337730,2016-01-29
1737921,2016-03-01
458731,2017-06-13
1095535,2017-12-09
1305098,2018-02-03
917522,2018-08-07
989573,2020-02-18
2043708,2018-09-19
1423675,2018-09-26
1394461,2018-10-23
368827,2019-06-28
1067403,2019-09-06
472797,2019-09-16
1563045,2016-06-25
1257713,2017-07-28
446182,2019-01-05
1550559,2019-01-26
2086639,2019-05-09
215955,2020-01-11
1102760,2016-11-11
1189747,2017-12-16
746817,2017-12-30
966659,2018-02-13
356576,2019-02-28
127239,2020-12-19
260031,2017-07-12
1618133,2018-12-19
267691,2019-01-01
1846325,2019-05-25
431618,2019-12-19
1259548,2020-08-22
1596238,2016-06-29
811059,2016-10-13
100040,2018-08-30
1594074,2019-02-23
1872442,2019-05-02
724985,2020-02-21
1100341,2016-10-03
1018850,2016-10-29
262089,2017-01-19
1211642,2017-04-29
71218,2017-07-28
469786,2019-02-27
496836,2019-11-30
1706457,2017-06-16
583886,2018-05-31
140956,2020-01-03
233565,2020-03-10
575230,2020-10-24
1596264,2016-06-08
2070495,2018-06-23
1909588,2019-02-20
2063333,2021-01-05
247966,2017-11-06
1415483,2018-07-18
1682730,2018-08-11
727770,2018-11-02
430762,2018-12-15
2010827,2019-01-12
1375025,2019-06-17
1655053,2019-06-21
918461,2016-07-30
1299041,2016-08-30
1472188,2017-12-22
1718920,2018-02-25
1042,2018-03-06
244193,2018-06-30
178265,2018-12-19
1004286,2019-01-16
1499911,2019-05-22
837545,2020-08-10
1045339,2018-10-31
1435829,2019-11-02
393739,2016-09-28
2074909,2017-02-21
229251,2018-03-09
1317733,2018-06-19
556312,2019-01-25
1972768,2019-02-27
505034,2019-05-03
1934889,2019-05-22
181892,2019-11-06
215852,2020-01-28
1612511,2018-07-05
368584,2018-10-24
567032,2019-09-25
940688,2016-10-22
1777022,2016-12-23
1615113,2017-08-26
305212,2019-09-11
776200,2020-02-22
1909047,2020-06-15
1589958,2016-01-12
1250408,2016-07-30
546471,2016-10-18
284628,2019-10-31
1747015,2016-02-13
1658273,2016-02-23
1359024,2016-08-19
1496038,2019-12-19
1201045,2018-05-16
1526191,2018-12-06
783542,2018-12-18
1256860,2019-09-13
2051826,2019-09-25
406079,2020-02-11
139891,2016-10-18
1160610,2017-12-16
1636845,2018-08-24
2093340,2021-01-26
1044798,2017-07-03
799025,2017-09-05
501476,2017-09-08
462438,2017-11-08
1472334,2019-02-26
1765346,2019-06-27
1955888,2019-12-13
1096033,2019-12-26
1451919,2016-02-13
1751091,2016-09-13
2088972,2018-02-13
1797122,2020-01-23
1531146,2017-07-22
1837603,2018-09-24
1276047,2018-11-22
520709,2019-05-28
498582,2016-06-06
46996,2016-09-23
1783597,2017-01-10
784521,2017-01-14
290147,2018-02-26
1606792,2019-03-01
1541279,2019-06-22
894737,2020-01-29
1818370,2016-03-10
1210288,2016-05-04
793867,2016-06-09
1969751,2016-09-02
1707121,2017-12-08
1827075,2018-05-23
574566,2018-08-08
563205,2019-02-21
2003293,2019-02-21
135374,2019-05-13
295597,2016-02-08
628320,2016-05-03
1716962,2016-12-10
1629311,2018-07-11
789061,2019-07-16
1235071,2019-12-21
600597,2020-06-20
1363203,2016-02-03
259407,2016-08-31
887764,2016-12-12
1960256,2017-09-06
1889963,2020-01-02
1482513,2016-02-16
1510144,2016-09-21
799260,2016-11-26
1392941,2016-12-03
21523,2017-02-23
1795837,2018-08-20
1726826,2019-01-08
646010,2019-02-09
1527714,2019-02-14
1059222,2019-09-02
1668372,2016-06-22
471635,2016-09-09
993981,2018-02-06
1034273,2018-11-20
1442911,2018-12-07
1922715,2019-11-12
2029619,2016-06-29
229838,2016-11-19
270462,2017-05-17
1325310,2017-12-20
866393,2018-06-11
1165542,2016-01-14
879649,2017-08-19
1994972,2018-01-25
1130205,2018-10-12
1391759,2018-11-07
1148064,2018-12-05
513424,2018-12-21
427971,2019-11-15
357592,2019-12-19
263011,2019-11-15
139224,2020-01-02
1984985,2016-01-01
337695,2016-02-24
1291868,2016-09-10
921604,2016-10-08
909530,2017-06-07
459567,2017-11-07
800273,2018-01-02
1425175,2018-07-02
86475,2018-12-29
512757,2019-11-23
315096,2019-12-04
1995928,2020-06-05
881876,2016-01-26
1952376,2017-02-07
300844,2017-02-19
961452,2017-07-22
1828761,2018-02-21
609259,2018-10-11
1180069,2017-06-16
915859,2017-08-10
2076798,2018-12-07
708460,2018-12-19
1716647,2019-05-30
1265147,2019-08-02
1213305,2017-06-08
1830633,2019-08-15
390201,2020-12-24
831657,2016-02-22
1851881,2018-06-28
1554137,2016-01-16
1395483,2017-08-10
475485,2018-02-22
1974345,2018-12-24
1604064,2016-11-01
1543466,2017-02-16
410032,2018-01-09
398671,2018-05-05
501602,2018-08-25
1995593,2018-09-10
1198463,2018-12-29
1157347,2019-09-12
25771,2017-02-15
476275,2019-01-31
363898,2019-07-20
1763016,2019-02-21
1100244,2020-09-23
1374776,2021-01-09
1069338,2016-11-17
1012564,2016-12-17
933569,2017-01-01
1884616,2017-02-16
1480890,2017-09-11
1773985,2017-09-13
1692405,2019-12-25
129698,2020-02-27
1590619,2016-05-19
403915,2016-10-04
741381,2017-06-09
1978029,2017-07-22
1040264,2018-11-10
584719,2020-02-19
1740334,2021-01-19
766542,2016-10-17
697365,2020-12-10
1558511,2020-12-30
1958679,2016-07-06
1146936,2017-08-07
1548647,2019-09-07
814949,2019-09-20
443855,2020-05-20
1176534,2019-07-06
21460,2020-12-26
1017018,2017-01-05
484430,2017-09-16
572339,2018-09-03
962079,2018-11-22
730335,2019-01-18
1510628,2017-06-16
1847006,2019-06-13
1742913,2020-02-22
1724519,2020-11-28
1854563,2016-05-30
1664688,2016-06-27
1831168,2016-07-11
1979589,2016-08-11
215600,2016-09-17
1819014,2016-11-21
1541239,2017-09-28
519438,2019-01-13
1936890,2019-01-17
1558551,2019-06-18
1351590,2016-05-14
1776919,2017-06-08
1535726,2018-06-27
1810547,2018-10-12
180678,2018-02-17
1997780,2018-09-21
769121,2018-10-13
1997694,2019-01-18
476441,2019-03-02
1238858,2019-08-28
241365,2019-10-26
1804988,2020-02-26
1816999,2016-12-15
968554,2016-12-29
1507007,2017-10-02
1202917,2017-10-20
348521,2017-12-21
288667,2019-03-01
1305559,2019-03-02
151401,2020-09-24
1456247,2016-06-01
967034,2016-08-27
1087732,2016-11-30
286855,2016-12-29
217020,2017-08-29
524848,2017-12-20
245739,2017-12-22
1090726,2018-02-16
